name,url,price,country,region,origin_category,total_score,cupper_correction,cupping_dry_fragrance,cupping_wet_aroma,cupping_brightness,cupping_flavor,cupping_body,cupping_finish,cupping_sweetness,cupping_clean_cup,cupping_complexity,cupping_uniformity,flavor_floral,flavor_honey,flavor_sugars,flavor_caramel,flavor_fruits,flavor_citrus,flavor_berry,flavor_cocoa,flavor_nuts,flavor_rustic,flavor_spice,flavor_flavor_body,process_method,cultivar,cultivar_detail,farm_gate,processing,drying_method,arrival_date,lot_size,bag_size,packaging,grade,appearance,roast_recommendations,type,recommended_for_espresso,short_description,full_cupping_notes,farm_notes,watchlist_match,watchlist_farm,watchlist_tier,watchlist_credential_type,watchlist_credential_detail,watchlist_notes,watchlist_url
Rwanda Nyamasheke Mutovu,https://www.sweetmarias.com/rwanda-nyamasheke-mutovu-8576.html,$9.05,Rwanda,"Nyamasheke, Western Province",Africa,88.5,.5,8.6,8.7,8.7,9,8.9,8.7,9,9,8.9,8.5,0,3.5,3.5,2,1.5,1.5,0,3.5,0,0,2.5,4,Wet Process (Washed),Bourbon Types,Bourbon,Yes,Wet Process (Washed),Raised Bed Sun-Dried,January 2026 Arrival,20,60 KG,GrainPro Liner,A1,".2 d/300gr, 15-17 Screen",City to Full City+,Farm Gate,Yes,"Prominent sweetness and well-integrated acidity are a big part in Mutovu's appeal. Layered notes of honey, molasses, and cocoa, clean accents of dried fruit, brisk black tea, and spice cake. City to Full City+. Good for espresso.","Mutovu is a balanced Rwandan coffee, with well-developed sweetness of unrefined sugars offset by dark cocoa roast tones in the City+/Full City roast range. The moderate acidity level and big body that are developed in these roasts make it a great option for espresso too (especially Full City-FC+!). The sweetness in the dry grounds allude to maple, rustic sugars, with a hint of cinnamon stick. The wet aroma at City-CIty+ roast level has the sweetness of molasses, with layers of red honey, vanilla, and cocoa. Light and middle roasts are delicious, where cup sweetness and well integrated acidity shines through as Mutovu's strength, along with pleasant roast flavors provide background contrast. The sweetness has an aromatic quality, like honey and molasses, along with milder fruit flavors like raisin and dried black currants. The cup has pleasantly bright dimension at City/C+ levels, brisk like black tea with a spritz of lemon, finishing with an aromatic twist of spice cake. Full City roasts pack hefty bittersweetness too, flavors of dark cacao, bean-to-bar chocolate, and a pungent burnt caramel note in the finish. Evaluated as espresso, Full City shots yielded bittersweet dark chocolate, cinnamon caramel, with finish accents of dried coconut and lemon peel.","The Mutovu coffee station was established as a in 2012 in Nyamasheke area of Western Rwanda. It is in an ideal area for growing coffee with rich soils, and with so many small holder coffee farmers, it's also a central location for a coffee washing station. The wet mill visits at 1800 meters, with coffee being grown in the area up to 1950 meters. Mutovu Coffee is fairly small compared to many of the other coops and washing stations we buy from, estimated output this year at 2 containers of coffee (roughly 85,000 lbs of milled coffee - twice the amount from when they started). Each farmer supplies their own cherries to the station, as well as collects cherries from their neighbors. We have been buying Mutovu every year since they were established, as well as visiting the coop on every trip to Rwanda we make. Each year we're seeing improvements at the mill, last year's included upgraded milling equipment, new drying beds and a brand new warehouse to better store their parchment coffee. They received CAFE Practices certification too, part of which which means they are separating process batches by day of delivery, a first step in identifying different levels of quality.",,,,,,,
Rwanda Rulindo Tumba 2,https://www.sweetmarias.com/rwanda-rulindo-tumba-2-8584.html,$9.25,Rwanda,"Tumba Town, Rulindo District, Northern Province",Africa,89,.5,9,9,8.8,9.1,8.7,8.8,9,8.5,9.1,8.5,0,3,4.5,2,2.5,2,2,4,0,0,3,3.5,Wet Process (Washed),Bourbon Types,Bourbon,Yes,Wet Process (Washed),Raised Bed Sun Dried,Jan 2026,30,60 KG,GrainPro Liner,A1,".2 d/300gr, 15-17 Screen",City to Full City+,Farm Gate,Yes,"Abundant sweetness and balanced flavors make Tumba a versatile coffee. Light roasts have a delicate side, moderately bright and tea-like, with traces of spice, rose hips, and citrus. City to Full City+. Good for espresso.","The dry fragrance has balanced fruit accents, accented by sweet notes of cane sugar, malt syrup, and fragrant spice. There's a real depth of sweetness that blossoms in the wet aroma, a complex mix of panela sugars, and honey, along with hints of chocolate raisin, and dried date. The brewed coffee has an abundance of sweetness in the light and middle roasts, with delicate aromatic characteristics bringing about moderate complexity as it cools. The sweetness is marked by notes of cane sugar and dark caramel, lightly accented by background traces of blackberry tea, and tart notes of rose hips and hibiscus. The finish at City and City+ displays a tannic bittering aspect, with emerging zested citrus bittering. Tumba's sweetness holds up to darker roast levels, and my Full City roast showed burnt sugar, and deep cocoa roast flavors, along with a thin layer of fruit. It's one of the more bodied Rwandan coffees too, and a longtime favorite single origin espresso around here: bittersweet, chocolate-laden, creamy body, with an aroma of cinnamon spiced raisin...so nice!","The coffee from Tumba washing station was on my radar for years before we first bought it almost a decade ago. When I first tasted it, the sweetness and bright acidic snap in the cup made a great impression. But at the time I noticed varied quality from one cup to the next, and a lack of consistency can mean problems in the processing. For a coffee buyer, it signifies that what you taste now might not be what you get upon importation. The backstory at the time was Tumba Station was a private processing wet mill that had 2 owners with very different ideas of quality and how to run a mill. Fast forward a few years, and we found ourselves purchasing Tumba for the first time under a very different light. A local teacher in the Tumba area for which the mill is named, had taken over all aspects, and the coffee was consistent in every cup ... and amazingly good! Venustre Mugraneza, the teacher, is esteemed in the local community and has been systematically improving the mill. The best coffee cherries (those that make up this lot) are dried in a special area of raised beds and receive focused handpicking by the farmers. Tumba is situated at 1825 meters in the Rulindo district, where we've also sourced the excellent Cocatu Cooperative lots.",,,,,,,
Rwanda Rusizi Gaseke,https://www.sweetmarias.com/rwanda-rusizi-gaseke-8514.html,$9.40,Rwanda,"Rusizi District, Western Province",Africa,88.4,.5,8.7,8.8,8.7,8.8,8.5,8.7,9,9,8.7,9,0,0,4,3,2,2,2,4,0,0,1.5,3.5,Wet Process (Washed),Bourbon Types,Bourbon,Yes,Wet Process (Washed),Raised Bed Sun-Dried,November 2025 Arrival,50,60 KG,GrainPro Liner,A1,".2 d/300gr, 15-17 Screen",City to Full City+,Farm Gate,,"Balanced flavors of raw sugar and milk chocolate, with bright flashes of fruit, and restrained top hints of plum tea, citrus, red berry, candied ginger, and tannic tea-like bittering. City to Full City+.","The fragrance and aroma show spice accented sweetness, with aspects of brown sugar and whole spices, chocolate, and raisin. The wet aroma is saturated with a more complex sweetness of partially refined sugars such as turbinado and demerara, along with a hint of sweet tea. Light roasts brew a very sweet cup of complex raw sugar notes, with bright flashes of fruit. The top notes seem a bit restrained at first, but start to emerge as the coffee cools off some. An accent of plum tea takes shape, along with a soft citrus/orange highlight, and cranberry. The underlying sweetness is clean, and the finish has a milk chocolate note accented by a hint of candied ginger, and some tannic tea-like bittering in the mouthfeel. Gaseke's sweetness was impressive in both light and darker roasts (Full City was as dark as we roasted it), and goes the long haul in the aftertaste. Chocolate roast tones have a bigger impact at Full City, and will certainly gain prominence with deeper roast development.","This fully washed Rwandan coffee comes from the village of Gaseke, located in Nyungwe Mountain National Park in the southern District of Rusizi. The Gaseke washing station has been in operation for 3 years now and serves about 400 regional farmers. That sounds like a lot, but in comparison to many other sites we buy from, it's about 1/3 the of the average size. It sits at 1500 meters above sea level and farms reach up to higher altitudes of 1800+. The Gaseke workers put a lot of hand labor into sorting out defects, and is noticeable when looking over the green. First, all of the coffee cherry delivered to Gaseke is spread out on tables where any over and under ripe coffee cherries are removed. Next, the cherry is transferred to tanks filled with clean water where the floating cherries (overripe coffee) are skimmed and processed as lower quality separations. Once the visible defects have been removed, the coffee is depulped down to parchment coffee and transferred to drying beds where it will be sifted through several times during the couple weeks it takes to dry. All this sorting makes for a more uniform coffee from one brew to the next since there are very few beans that will influence cup flavor.",,,,,,,
Rwanda Rusizi Mushaka,https://www.sweetmarias.com/rwanda-rusizi-mushaka-8516.html,$9.15,Rwanda,"Rusizi, Rwimbogo Sector",Africa,88.1,.5,8.7,8.8,8.5,8.7,9.2,8.6,8.8,8.5,8.8,9,0,4,3.5,2,2.5,2.5,0,4,0,0,2,4,Wet Process (Washed),Bourbon Types,Bourbon,Yes,Wet Process (Washed),Raised Bed Sun-Dried,November 2025 Arrival,50,60 KG,GrainPro Liner,A1,".2 d/300gr, 15-17 Screen",City to Full City+,Farm Gate,Yes,"A cup with layered sweetness and thick body, mildly bright accents that hint at citrus when roasted light, and syrupy bittersweets at darker levels. Honey, black tea, malted grains, spiced cocoa. City to Full City+. Good for espresso.","The grinds let off fresh, sweet smells, like when cracking a bag of brown sugar, with warming spice notes. The wet aroma showed caramel-sweet notes, warm butterscotch sauce, with a delicate hint of cinnamon tea. In the brewed coffee, the cup sweetness was layered with notes of brown sugars, demerara and sucanat, creamy honey, and a burnt sugar aspect in the aftertaste. As you move through the cup, top notes accent the sweetness, English Breakfast tea, malted grains, with some candied citrus accents that connect to a bittering orange rind aspect. A light lemon effervescence comes through in this context, mingling with an aroma that's slightly spiced and herbaceous. We found roasts in the middle ranges to have very nice bittersweet tones yielding flavor profiles of extra dark chocolate bar, Oaxacan spiced cocoa, and a hint of vanilla in the finish. Acidity is much milder at this roast level, and translates to espresso shots loaded with syrupy bittersweets; 80% dark chocolate, cacao nibs, mildly bright accents, a spritz of lemon, and a finish spiked with chocolate beer grain, and sandalwood.","This fully washed Rwandan coffee comes from the Mushaka washing station in Rusizi District. The wet mill was built by a woman named Beathe Nyirankunzurwanda in 2017, who has a background in trading coffee, and a desire to produce coffee herself (first photo, in yellow). She started off with a fairly small and simple operation, exporting a single container of coffee in her first year (roughly 40,000 pounds). Along with the help of her son, they have managed to grow capacity with each passing year, and processed around three full containers last harvest season. The Mushaka mill sits at 1800 meters above sea level, and is using a water conserving Penagos pulper to process coffee. After washing the fruit from the green coffee seeds, the coffee is dried on raised beds for upwards of three weeks. During that time, a lot of hand labor goes into sorting out defects, and makes for a very uniform appearance.",,,,,,,
Set: Box of Chocolates Flavor Set,https://www.sweetmarias.com/box-of-chocolates-flavor-set.html,$33.50,,Various Regions,Sample Sets,,,,,,,,,,,,,,,,,,,,,,,,,Various Process Methods,Varies,Varies - see review,No,Various Process Methods (See Reviews),,,,,GrainPro or Ecotact Liners,Top Grades,,,Sample Sets,Yes,"Unlock a range of bittersweet flavors in our 4 lb Box of Chocolates Flavor Set, all at a discounted price. A tasting set for fans of deep-toned, chocolatey flavors and boomy bass notes in their brew!","The pairing of coffee and chocolate is about as old as the beverage itself. This marriage should come as no surprise given they're both alkaloids, cultivated in similar regions, and perhaps most importantly, share a uniquely bittersweet flavor profile at their core. These four coffees were chosen for their ability to encapsulate that age-old pairing in the cup offering deep, delicious chocolatey flavor profiles that are easily developed with medium-to-dark roasting. The bittersweetness covers ground from roast tones found in coffee, and bitter-to-sweet flavors found in an array of different types of chocolates. Most of the coffees in this set typically work as espresso too, which is an added plus!",,,,,,,,
Set: Espresso Green Coffee Sampler,https://www.sweetmarias.com/green-coffee-sample-set-espresso.html,$32.50,,,Sample Sets,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,Sample Sets,,The Espresso Sampler includes pre-selected Sweet Maria's Blends and single origin coffees that are good as espresso. Starting off with a sample set is an economical way to start roasting and become familiar with origin flavor characteristics. Some of the single origin coffees and blends will not be available to order from our main coffee list since they are coffees that are going out of stock or are for sample sets only. You will receive 4 or 8 different 1 lb bags of green coffee.,"Our sample sets offer broad selection and big savings, perfect for those new to home coffee roasting and seasoned veterans alike! Starting off with a sample set is an economical way to try coffees from around the world, and explore different flavors with just 1 click. No need to do all the research either, we do that for you, grouping together coffees that are relatively easy to roast from distinct growing regions. Our fresh selection of coffees changes frequently with the harvest seasons, so there is no guarantee that you will receive the same coffees twice (coffee is produce, afterall). While most of the coffees have been available on our site at one time or another, you won't always be able to buy them separately from the sample sets.",,,,,,,,
Set: Fruit Basket Flavor Set,https://www.sweetmarias.com/fruit-basket-flavor-set.html,$35.50,,Various Regions,Sample Sets,,,,,,,,,,,,,,,,,,,,,,,,,Various Process Methods,Varies,,Yes,"Various Process Methods, and often features Dry Process (Natural), Honey Process, and Anaerobic Fermentation",Various Drying Methods,,,,GrainPro or Ecotact Liners,Top Grades,,,"Farm Gate, Sample Sets",,"Fruit flavors are the theme, featuring coffees that exemplify the many ways fruity notes manifest in coffee flavor profiles. This set includes 1 lb each from four different origins, and often different process methods, all at a discounted price!","Our ""Fruit Basket Flavor Set"" features 1 lb of four different coffees that display big fruit flavors at the front of the cup. The coffees chosen for this set don't just have fruited accents. Rather, ""fruit"" is a central theme, and each one showcases unique ways fruit notes are manifested in coffee flavors.",,,,,,,,
Set: Latest Coffee Additions,https://www.sweetmarias.com/latest-additions-coffee-set.html,$8.45,,"Africa, Central America, Indonesia & SE Asia",Sample Sets,,,,,,,,,,,,,,,,,,,,,,,,,Various Process Methods,Varies,,Yes,Various Process Methods (See Reviews),,,,,GrainPro Liner,Top Grades,,,"Farm Gate, Sample Sets",,"Our ""Latest Additions"" coffee set gets you 1 lb bags of all our latest listings. No jumping back and forth between different records to add them to your shopping cart. Simply click the ""Add to Cart"" button and you're on your way. It's that simple!","Want to buy our latest offerings? Never miss a new coffee with our ""Latest Additions"" coffee set, a sampling of 1 lb. bags from all our most recently added coffees that can be purchased in just one click. No jumping back and forth between different records to add them to your shopping cart. Simply click the ""Add to Cart"" button and you're on your way. It's that simple!",,,,,,,,
Set: Mini Green Coffee Sampler,https://www.sweetmarias.com/green-coffee-mini-sample-set.html,$19.50,,,Sample Sets,,,,,,,,,,,,,,,,,,,,,,,,,Various Process Methods,Varies,,No,,,,,,,,,,Sample Sets,,"A very economical way to try a variety of coffees, our Mini Sample Set includes 4 different coffees from a variety of origins in 1/2 lb bags.",Our Mini Sample Set includes 4 different coffees in 1/2 lb bags.,,,,,,,,
Set: Regular Green Coffee Sampler,https://www.sweetmarias.com/green-coffee-sample-set-regular.html,$33.50,,,Sample Sets,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,Sample Sets,,Pre-selected coffees from some of the different growing regions we offer. Starting off with a sample set is an economical way to start roasting and become familiar with origin flavor characteristics. These coffees will not typically be available to order from the our main coffee list since they are coffees that are going out of stock or are for sample sets only. You will receive either 4 or 8 different 1 lb bags of green coffee.,"Our sample sets offer broad selection and big savings, perfect for those new to home coffee roasting and seasoned veterans alike! Starting off with a sample set is an economical way to try coffees from around the world, and explore different flavors with just 1 click. No need to do all the research either, we do that for you, grouping together coffees that are relatively easy to roast from distinct growing regions. Our fresh selection of coffees changes frequently with the harvest seasons, so there is no guarantee that you will receive the same coffees twice (coffee is produce, after all). While most of the coffees have been available on our site at one time or another, you won't always be able to buy them separately from the sample sets.",,,,,,,,
Sumatra Aged Lintong - 5 Year Vintage,https://www.sweetmarias.com/sumatra-aged-lintong-5-year-vintage-8679.html,$9.15,Indonesia (Sumatra),Lintong Nihuta,Indonesia & SE Asia,87.3,5,7.8,8,7.2,8.7,10,7.5,7.9,7,10,8.2,0,0,2,2.5,0.5,0,0,5,2,5,5,5,Aged,Modern Hybrids,"Ateng, Bergendal, Djember, Typica",No,"Wet Hulled, and Aged for 5 Years",Patio Sun-Dried,Jun 2026,66,60 KG,GrainPro Liner,5 Year Aged (2021 Crop),"1+ d/300gr, 15 - 17 screen - the physical state is a little shocking, brownish in color, normal for aged coffee. We also came across the occasional stone. They are most easily spotted in roasted coffee.",City+ to French,,Yes,"Aged coffees yield intensely rustic flavors that tend to please the wet hulled coffee crowd. Earthy aroma, pungent bittering, brown spices, tobacco, cedar, pepper cask, thick body, and more. City+ to French. Good for espresso.","The first sip of an aged coffee might come as a shock, until your taste buds adapt themselves to the extreme flavors: intense, deep, woody, syrupy, rustic. Aged coffees are well-suited to darker roast levels, though I must say, we also found the City+ level to be quite interesting, if not agreeable! The grounds have an oaky fragrance, hickory bbq, and unsweetened cocoa, with a very light sweetness of a beeswax candle. The wet aroma is a mix of deep-toned bittersweetness and aromatic wood, though we also sensed a bit of dried fruit, and slight rum note. What an intense brewed coffee this is, heavy bodied with low acidity, deeply bittersweet, and with complex earthy aroma throughout. There are some initial sweet notes of sorghum syrup, and pungent caramelized sugars that fade to strong bittering notes, like a mix of unsweetened cocoa powder and fragrant brown spices, which lingers in the aftertaste. The sweetness is mild, but comes through in some of the rustic aromatics, like pipe tobacco, caramel popcorn, and fresh cut cedar boards. I also found it has this unique flavor I can best describe as the smell of a pepper cask grinder. If you've tried aged coffee, this should all sound familiar! They're a singular flavor type, and one you might find infinitely pleasing...or maybe not! Definitely for fans of wet hulled Indonesian coffees, as well as anyone who enjoys tasting the unique range of flavors found in different process methods. I think it really helps to let this one rest at least 3-4 days after roasting. The offgassing helps with extraction, and some of the disparate flavors from processing will start to coalesce with the heavier roast tones in the cup.","This crop of aged Sumatran coffee comes from a trio of coffee collectors working around Lintong Nihuta region in North Sumatra. Collectors are local intermediaries who often are the linchpin connecting farmers to the market. A lot rides on the long-standing relationships between collectors and farmers, and the collector is really the key person to determine coffee quality. Aged coffees from Indonesia have a long history; in the age of sail-powered marine transportation, everything arrived on US shores as aged coffee. Over time in the ship's hold, the coffee turned a dark color, and became seasoned with a host of flavors, some desirable and some certainly not. It's no surprise that the time it took to get from port to port increased the coffee's value. At that time Indonesian coffee fetched upwards to 27 cents per Lb, whereas Central and South American coffees cost around 3 cents. Now coffee is intentionally aged to transform the flavors - this lot was aged for 5 long years after wet hulling in a controlled manner. The coffee is typically stored in jute bags and stacked with pallets in between for aeration. Every few months, it will be rotated, often emptying from the bags onto the floor, and repackaging again to try and maintain consistency. Aged coffee is not just old, past-crop coffee. It is monitored during aging, regularly rotated and cupped for flavor as time goes by. This lot emulates this historic processing method, resulting in a truly unique, and intense Indonesian coffee profile. This lot was harvested in 2021, and initially wet-hulled, the traditional process method in Sumatra.",,,,,,,
Sweet Maria's 10 Speed Blend,https://www.sweetmarias.com/sweet-marias-10-speed-blend-7834.html,$8.85,,"Latin America, East Africa",Sweet Maria's Blends,88.2,1,8.5,8.7,8.7,8.8,9,8.5,9,8.5,8.5,9,0,1,3.5,2.5,1.5,1.5,1,4,0,0,1,4,Wet Process (Washed),Varies,"Bourbon, Caturra, Catuai, Typica",Yes,"Wet Process, and occasionally Honey Process",Patio and Raised Bed Sun-Dried,,,,GrainPro Liner,Top Grades,".4 d/300gr, 15-18 Screen",City to Full City+,Farm Gate,Yes,"Celebrating classic lines and versatility of the 10 Speed bicycle, this blend offers classic-toned flavors bittersweet and bright, and is extremely versatile in roasting and brew methods, including espresso. You could say it works great on all gears! City to Full City+. Good for espresso.","The Sweet Maria's 10 Speed Blend celebrates the classic lines and versatility of the 10 Speed bicycle that's rightfully earned legendary status in cycling. This blend is a mix of coffees that show classic-toned flavors bittersweet and bright, and is extremely versatile in roasting and brewing methods, including espresso. No matter the roast level, you can expect a syrupy sweetness in the cup that rounds out bright citrus in the light roast, and bittering low tones the closer you take it to Full City+. We tested several roast batches when putting this blend together, and were taken a back by the array of raw sugar flavors, even at 2nd Crack! This is due in part to the dense coffees chosen, as well as the prevalence of highly regarded varieties, like Bourbon, found in some of the coffee origins. Look for hints of fruit and spice, and balanced base flavors that work wonders in most any brew method, including as a base for milk drinks. And as espresso, the 10 Speed Blend is a home run! Intensely aromatic, satiny mouthfeel, with a confluence of tangy dark chocolate and citric bite, and a bittersweetness that hangs around in the long finish. Like the bike, I guess you could say our 10 Speed Blend works great on all gears!","Coffee and cycling have enjoyed a decades long connection that likely stretches back well before the early days of coffee company-sponsored cycling events (see FAEMA professional cycling team of the late 1960's). Whether it's coffee's burst of caffeine energy before the ride, or winding down with an espresso at the end of a tour, coffee has been a sort of touchstone for bringing together cyclists at 2-wheeled events and casual excursions. Our 10 Speed Blend celebrates the classic lines of the 10 Speed bicycle. Celebrated for it's agile footprint and versatility, it quickly became the steed of choice for commuter cyclists and racers alike. With versatility at the front of our minds, the 10 Speed Blend uses coffees that can be roasted light or dark, and that show well under any brew method or as espresso. You could say it's a blend that works great in any gear! Using coffees from similar altitudes aids in roast consistency, something that can be especially tricky when roasting pre-blended coffee light. We will mostly use wet process coffee, but have incorporated honey coffee in the past when it suits the flavor profile. We're looking to regions in East Africa and Central America for dense coffees that are classic-toned, balanced sweet and bittering flavors, and that carry some acidity too. The latter part can be snappy at City, or rounded and bittersweet at Full City. Don't be afraid to shift through a few different roat level to find the perfect cruising gear that suits your taste! Check out our roasting guidance here.",,,,,,,
Sweet Maria's Altiplano Blend,https://www.sweetmarias.com/sweet-maria-s-altiplano-blend.html,,,Central America,Sweet Maria's Blends,87.6,3,8.4,8.5,8.3,8.5,9,8.4,8.5,8.2,8.3,8.5,0,0,2,3,1,1,1,4,2,0,0,4,Wet Process (Washed),"Caturra Types, Bourbon Types, Typica Types, Modern Hybrids","Bourbon, Catuai, Caturra, Typica",Yes,Wet Process (Washed),Raised Bed Sun-dried,All current-new crop,,,GrainPro liner,SHB,".4 d/300gr, 15-17 screen","Full City - Full City+ for balanced roast flavors, and subtle top notes",Sweet Maria's Blends,Yes,"*Out of stock until Central America crop arrives Spring/Summer 2026.
An all Central American blend that brings syrupy body and balanced, bittersweet flavors to middle/dark roasts. Flavors of high % cacao bar, dark chocolate truffles, molasses, toasted almond, and shaved lemon peel. Full City to Full City+. Good for espresso.",*Out of stock until Central America crop arrives Spring/Summer 2026.,"The coffees of Central America are go-to ingredients for us when we want to bring body and sweetness to an espresso blend. So it stands to reason that blending all Central American coffees would only enhance those aspects even more, right? After tasting this trio all blended together, the answer is a resounding ""yes"". ""Altiplano"" is the word we are using for high plains, not to be confused with THE Altiplano in South America. From the Cordillera Central in Costa Rica, to the Los Cuchumatanes in Guatemala, to the Los Arados mountains in Nicaragua, we bring in a wide variety of coffees with unique cup profile, and that all work extremely well as espresso. Blended together, the resulting cup or espresso has balance, and with an acidity that is controlled by roast development. This blend was built with espresso in mind, and includes all wet-process coffees that offer balanced flavors, body, and at least one has moderate acidity too. Roasting to City+ will have the highest tones in the cup, though we prefer at least Full City in our espresso machine. Full City/Full City+ will produce a more ""classic"" espresso profile with chocolate roast pungency, deep sweetness, and a fruited acidity that to me has an orange zest-like quality (though the cup is far from ""fruity""). Altiplano is seasonal blend, and we'll be rotating new coffees in as they become available, updating the review when necessary.",,,,,,,
Sweet Maria's Espresso Monkey Blend,https://www.sweetmarias.com/sweet-maria-s-espresso-monkey-blend.html,$8.95,,"Africa, South America, Central America",Sweet Maria's Blends,88,5,8.5,8,7.5,9,9,9,8,7.5,9,7.5,0,1,3,2,3,1,2,4.5,2,3,1,5,Various Process Methods,Varies,Varies,Yes,Wet and Dry Process,Patio and Raised Bed Sun-Dried,All current-new crop,n/a,60 KG,GrainPro Liner,Top Grade,15-18 screen,"I like this blend best when the roast is stopped just as second crack becomes rapid, and shows no sign of slowing down. Actually, I like it a lot lighter than that too! I don't like this roasted to a dark, dark roast stage, Full French or Italian. This is because Brazilian coffees become ashy and began to bitter when roasted extremely dark. I believe strongly in a 36+ hour resting period before use for espresso extraction! It wont kill you to use it sooner... but you might notice sharp unpleasant notes.","Farm Gate, Sweet Maria's Blends",Yes,"We blend this for body, balanced between high and low tones, fruited-chocolate roast flavors, and slightly rustic fruited accent notes. Our roast goal is in the beginning stages of 2nd crack ... we never ""let it roll"", so we recommend FC+ to light Vienna roast.","We blend this for body, balanced between high and low tones, chocolate roast flavors, and slightly rustic fruited accent notes. Those are our goals, that is the ""spirit"" behind the blend, and we check it to make sure it meets those targets. This blend has historically been geared toward Full City to Full City+, without letting 2nd crack ""roll"" too long. The current ingredients include some dry process coffee from Africa and wet process from East Africa, which lend to big body and some fruited cup characteristics. There's also a nominal amount of a wet process Latin American coffee that helps round out the sweetness in the cup or shot.","A longtime favorite espresso blend intended solely for pump and piston type espresso extraction. This is a sweet but punchy little cup, and roasted fairly light it is a shock to the palette, but has great body and a smooth, sweet, stunning aftertaste. The joke behind the name: I imagine a fancy roaster charming a client in the cupping room, effusing about their ""Master Roaster"" and ""Master Blender"" and ""Master Cupper"", all in the trade for decades of course. Then I imagine the scene in their warehouse where hired apes rip open bags of green coffee and randomly hurl handfulls into the hopper for roasting. In other words, there's a lot of BS in the coffee trade, and blending is NOT really a noble art ...it's done to save cost and disguise coffee defects 80% of the time. The Irony? I have never worked so hard to develop a blend as this one, designed to cup well at a full range of ""espresso"" roasts, and developed as a pre-blend (all coffees roasted together to same degree of roast). Am I going to tell you exactly what is in it? No! I am feeling a bit snobby today! Espresso Monkey has become our signature blend for some reason or other, perhaps because it is a true standard that we have sought to maintain for so long, and that we put such nice coffees into it.",,,,,,,
Sweet Maria's Ethiopiques Blend,https://www.sweetmarias.com/sweet-marias-ethiopiques-blend-4839.html,$8.95,,Agaro and Guji,Sweet Maria's Blends,89.6,1,8.7,8.8,8.9,9.2,9,8.8,8.5,8.5,9.2,9,0,1,0.5,1,3,3,2,4,0,0,1.5,4,Wet Process (Washed),Heirloom Types,Heirloom Varieties,Yes,Wet Process (Washed),Raised Bed Sun-dried,2025,,,GrainPro liner,Grade 1,".4 d/300gr, 14+ screen",Full City,Sweet Maria's Blends,Yes,"Syrupy shots carry aggressive chocolate roast taste, moderate sweetness, bright aspects of lemon oil and candied citrus, dried cranberry, and piney resinous notes. Long-lasting on the palate. Full City. Good for espresso.","Ethiopian coffees at medium roast levels can be quite delicious, albeit a bit two-dimensional compared to the aromatic cups they produce when roasted light. But extracting those dark roasts in an espresso machine produces something quite different, and very intense. This all wet process Ethiopia blend (our original ""Ethiopiques"" blend!) is a mix of coffees from southern and western regions that extracts brightly accented bittersweetness and the syrupy shot. Full City roasts bring fruited suggestions to the otherwise pungent, chocolatey dry fragrance. The wet aroma follows in the same footsteps, with more clarification of fruited hints, raisin and lime, and an herbal dark chocolate note. The espresso shot is surprisingly syrupy. The chocolate roast taste is pungent, aggressive, bittersweet, and long-lasting on the palate. But it is also very clean, with moderate sweetness that goes the distance, finishing with a caramel stroopwaffel note. On top of this are piney resinous notes, bright aspects of lemon oil and candied citrus rind, and a dried cranberry that comes through in flavor and tart intensity. The body seems bolstered by the intense cup flavors, and has the effect of satiny chocolate. It's fantastic! The ristretto shots were interesting and very intense. As usual I preferred an almost equal ratio of grounds to yield, with 18 grams of coffee in, to 20-22 grams of espresso out, over 30 seconds.","This all wet process Ethiopia coffee blend was originally produced almost 15 years ago as our 17th Espresso Workshop blend. This version brings together coffees from Ethiopia's Western and Southern regions, Agaro and Guji specifically, that we found to really shine as medium-roasted espresso. It's high toned and bittersweet, and no surprise that it's been a fan favorite ever since. The coffees that went into this year's blend are nuanced, and while they are moderately bright, the resulting espresso isn't too puckering when taken to Full City, or stretched out in the roaster post 1st crack. In fact there is very intense chocolate roast taste formed by this specific coffee blend, that is the dominant character of the cup, topped with brightness, and fruited aroma. So what about the name? The ""Ethiopiques"" series are compilation records that highlight jazz, pop and traditional music from Ethiopia during the 1960's and 70's. I've lost track of how many they've released at this point, but every installment is chalk full of asymmetrical rhythms, folk instrumentation and funky grooves that are truly unique to this amazing country! They're a colorful portrait of Ethiopia's rich musical traditions and we highly recommend checking them out (if you haven't already)!",,,,,,,
